mode,n_runs,mean_tracking_error_mean,mean_tracking_error_std,max_tracking_error_mean,max_tracking_error_std,final_tracking_error_mean,final_tracking_error_std,mean_solve_time_ms_mean,mean_solve_time_ms_std,max_solve_time_ms_mean,max_solve_time_ms_std,linear_jerk_rms_mean,linear_jerk_rms_std,angular_jerk_rms_mean,angular_jerk_rms_std,linear_jerk_peak_mean,linear_jerk_peak_std,angular_jerk_peak_mean,angular_jerk_peak_std,infeasible_count_mean,infeasible_count_std,collision_count_mean,collision_count_std,total_control_effort_mean,total_control_effort_std,wall_time_s_mean,wall_time_s_std
adaptive,1,0.285994,0.000000,0.535888,0.000000,0.535888,0.000000,119.433417,0.000000,153.381800,0.000000,100.224814,0.000000,12.380217,0.000000,276.175106,0.000000,26.953007,0.000000,6.000000,0.000000,0.000000,0.000000,13.480910,0.000000,0.802480,0.000000
