mode,n_runs,mean_tracking_error_mean,mean_tracking_error_std,max_tracking_error_mean,max_tracking_error_std,final_tracking_error_mean,final_tracking_error_std,mean_solve_time_ms_mean,mean_solve_time_ms_std,max_solve_time_ms_mean,max_solve_time_ms_std,linear_jerk_rms_mean,linear_jerk_rms_std,angular_jerk_rms_mean,angular_jerk_rms_std,linear_jerk_peak_mean,linear_jerk_peak_std,angular_jerk_peak_mean,angular_jerk_peak_std,infeasible_count_mean,infeasible_count_std,collision_count_mean,collision_count_std,total_control_effort_mean,total_control_effort_std,wall_time_s_mean,wall_time_s_std,blend_weight_mean_mean,blend_weight_mean_std,blend_weight_std_mean,blend_weight_std_std,smooth_transitions_mean,smooth_transitions_std
hybrid_adaptive,1,0.055375,0.000000,0.100238,0.000000,0.005532,0.000000,108.423767,0.000000,130.250000,0.000000,44.639038,0.000000,1.656559,0.000000,122.741196,0.000000,5.587945,0.000000,6.000000,0.000000,0.000000,0.000000,42.647124,0.000000,0.737032,0.000000,0.006254,0.000000,0.009174,0.000000,0.000000,0.000000
